Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2021,Unemployed,Multiple Race,Male,Physical and related sciences,Ages 60-64,16
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 24 or younger,"1,149"
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 25-29,"7,415"
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 30-34,898
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 35-39,409
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 40-44,68
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 45-49,295
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 50-54,372
2021,Unemployed,Multiple Race,Male,Social and related sciences,Ages 65-69,138
2021,Unemployed,Multiple Race,Male,Engineering,Ages 25-29,363
2021,Unemployed,Multiple Race,Male,Engineering,Ages 30-34,70
2021,Unemployed,Multiple Race,Male,Engineering,Ages 35-39,277
2021,Unemployed,Multiple Race,Male,Engineering,Ages 40-44,236
2021,Unemployed,Multiple Race,Male,Engineering,Ages 45-49,241
2021,Unemployed,Multiple Race,Male,Engineering,Ages 50-54,23
2021,Unemployed,Multiple Race,Male,Engineering,Ages 55-59,61
2021,Unemployed,Multiple Race,Male,Engineering,Ages 60-64,362
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 25-29,"2,929"
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 30-34,192
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 35-39,580
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 40-44,71
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 45-49,38
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 50-54,147
2021,Unemployed,Multiple Race,Male,S&E-Related Fields,Ages 65-69,"1,758"
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 25-29,616
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 30-34,310
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 35-39,"2,291"
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 40-44,"9,510"
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 45-49,39
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 50-54,961
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 60-64,119
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 65-69,160
2021,Unemployed,Multiple Race,Male,Non-S&E Fields,Ages 70-75,"9,864"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,"11,263"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 25-29,"48,104"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 30-34,"32,297"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 35-39,"47,012"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 40-44,"36,559"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 45-49,"36,472"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 50-54,"26,062"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 55-59,"13,944"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 60-64,"9,985"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 65-69,"1,435"
2019,Employed,Asian ONLY,Female,Computer and mathematical sciences,Ages 70-75,521
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"11,779"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"34,965"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"25,868"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"23,328"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"28,772"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"19,964"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"17,405"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,"10,319"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"7,632"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,"1,112"
2019,Employed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 70-75,339
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 24 or younger,"2,659"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 25-29,"3,640"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 30-34,"11,210"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 35-39,"6,166"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 40-44,"2,546"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 45-49,"6,425"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 50-54,"1,813"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 55-59,"2,967"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 60-64,"1,677"
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 65-69,334
2019,Employed,Asian ONLY,Female,Physical and related sciences,Ages 70-75,247
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 24 or younger,"13,738"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 25-29,"48,162"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 30-34,"35,972"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 35-39,"36,244"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 40-44,"28,237"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 45-49,"35,035"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 50-54,"19,146"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 55-59,"20,545"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 60-64,"6,554"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 65-69,"6,227"
2019,Employed,Asian ONLY,Female,Social and related sciences,Ages 70-75,"4,514"
2019,Employed,Asian ONLY,Female,Engineering,Ages 24 or younger,"6,055"
2019,Employed,Asian ONLY,Female,Engineering,Ages 25-29,"38,639"
2019,Employed,Asian ONLY,Female,Engineering,Ages 30-34,"31,114"
2019,Employed,Asian ONLY,Female,Engineering,Ages 35-39,"23,280"
2019,Employed,Asian ONLY,Female,Engineering,Ages 40-44,"23,229"
2019,Employed,Asian ONLY,Female,Engineering,Ages 45-49,"34,629"
2019,Employed,Asian ONLY,Female,Engineering,Ages 50-54,"16,740"
2019,Employed,Asian ONLY,Female,Engineering,Ages 55-59,"10,139"
2019,Employed,Asian ONLY,Female,Engineering,Ages 60-64,"7,438"
2019,Employed,Asian ONLY,Female,Engineering,Ages 65-69,290
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 24 or younger,"24,607"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 25-29,"100,908"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 30-34,"88,597"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 35-39,"71,679"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 40-44,"89,465"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 45-49,"109,733"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 50-54,"55,439"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 55-59,"24,454"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 60-64,"25,761"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 65-69,"14,101"
2019,Employed,Asian ONLY,Female,S&E-Related Fields,Ages 70-75,"1,798"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 24 or younger,"5,527"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 25-29,"112,173"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 30-34,"154,351"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 35-39,"149,587"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 40-44,"144,792"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 45-49,"127,048"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 50-54,"105,264"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 55-59,"72,613"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 60-64,"66,211"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 65-69,"23,823"
2019,Employed,Asian ONLY,Female,Non-S&E Fields,Ages 70-75,"3,708"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"10,221"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 25-29,"64,726"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 30-34,"82,844"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 35-39,"91,981"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 40-44,"69,437"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 45-49,"33,602"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 50-54,"40,277"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 55-59,"27,490"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 60-64,"15,162"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 65-69,"3,563"
2019,Employed,Asian ONLY,Male,Computer and mathematical sciences,Ages 70-75,"2,045"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"10,125"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"30,042"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"24,902"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"15,342"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"18,569"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"15,155"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"24,494"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,"6,175"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,"11,082"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,"4,085"
2019,Employed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,947
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 24 or younger,"4,648"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 25-29,"21,660"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 30-34,"12,297"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 35-39,"9,660"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 40-44,"11,023"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 45-49,"5,977"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 50-54,"9,250"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 55-59,"7,795"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 60-64,"7,107"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 65-69,"2,831"
2019,Employed,Asian ONLY,Male,Physical and related sciences,Ages 70-75,"1,675"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 24 or younger,"4,126"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 25-29,"32,971"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 30-34,"23,958"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 35-39,"11,396"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 40-44,"16,458"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 45-49,"19,930"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 50-54,"10,753"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 55-59,"3,789"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 60-64,"4,916"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 65-69,"7,397"
2019,Employed,Asian ONLY,Male,Social and related sciences,Ages 70-75,"1,376"
2019,Employed,Asian ONLY,Male,Engineering,Ages 24 or younger,"13,499"
2019,Employed,Asian ONLY,Male,Engineering,Ages 25-29,"114,894"
2019,Employed,Asian ONLY,Male,Engineering,Ages 30-34,"111,765"
2019,Employed,Asian ONLY,Male,Engineering,Ages 35-39,"111,058"
2019,Employed,Asian ONLY,Male,Engineering,Ages 40-44,"87,387"
2019,Employed,Asian ONLY,Male,Engineering,Ages 45-49,"83,852"
2019,Employed,Asian ONLY,Male,Engineering,Ages 50-54,"77,665"
2019,Employed,Asian ONLY,Male,Engineering,Ages 55-59,"57,896"
2019,Employed,Asian ONLY,Male,Engineering,Ages 60-64,"28,969"
2019,Employed,Asian ONLY,Male,Engineering,Ages 65-69,"19,102"
2019,Employed,Asian ONLY,Male,Engineering,Ages 70-75,"7,361"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 24 or younger,"3,415"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 25-29,"51,929"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 30-34,"49,793"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 35-39,"26,840"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 40-44,"60,172"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 45-49,"66,498"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 50-54,"43,900"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 55-59,"43,436"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 60-64,"22,129"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 65-69,"13,924"
2019,Employed,Asian ONLY,Male,S&E-Related Fields,Ages 70-75,"6,083"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 24 or younger,"25,471"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 25-29,"59,386"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 30-34,"90,550"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 35-39,"109,741"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 40-44,"111,623"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 45-49,"92,333"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 50-54,"59,049"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 55-59,"65,061"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 60-64,"48,427"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 65-69,"34,017"
2019,Employed,Asian ONLY,Male,Non-S&E Fields,Ages 70-75,"21,105"
2019,Employed,American Indian/Alaska Native ONLY,Female,Computer and mathematical sciences,Ages 30-34,66
2019,Employed,American Indian/Alaska Native ONLY,Female,Computer and mathematical sciences,Ages 35-39,28
2019,Employed,American Indian/Alaska Native ONLY,Female,Computer and mathematical sciences,Ages 40-44,"1,233"
2019,Employed,American Indian/Alaska Native ONLY,Female,Computer and mathematical sciences,Ages 50-54,27
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,207
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,345
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,711
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,17
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,32
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,425
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,664
2019,Employed,American Indian/Alaska Native ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,117
2019,Employed,American Indian/Alaska Native ONLY,Female,Physical and related sciences,Ages 25-29,170
2019,Employed,American Indian/Alaska Native ONLY,Female,Physical and related sciences,Ages 30-34,57
2019,Employed,American Indian/Alaska Native ONLY,Female,Physical and related sciences,Ages 40-44,40
2019,Employed,American Indian/Alaska Native ONLY,Female,Physical and related sciences,Ages 45-49,257
2019,Employed,American Indian/Alaska Native ONLY,Female,Physical and related sciences,Ages 50-54,949
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 24 or younger,850
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 25-29,"8,535"
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 30-34,"2,247"
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 35-39,"1,588"
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 40-44,"6,135"
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 45-49,713
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 50-54,327
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 55-59,"2,517"
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 60-64,641
2019,Employed,American Indian/Alaska Native ONLY,Female,Social and related sciences,Ages 65-69,165
2019,Employed,American Indian/Alaska Native ONLY,Female,Engineering,Ages 25-29,524
2019,Employed,American Indian/Alaska Native ONLY,Female,Engineering,Ages 30-34,216
2019,Employed,American Indian/Alaska Native ONLY,Female,Engineering,Ages 40-44,627
2019,Employed,American Indian/Alaska Native ONLY,Female,Engineering,Ages 55-59,"1,053"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 24 or younger,"3,318"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 25-29,"1,929"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 30-34,"7,842"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 35-39,"1,122"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 40-44,"1,274"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 45-49,"1,113"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 50-54,"1,636"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 55-59,895
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 60-64,"1,205"
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 65-69,137
2019,Employed,American Indian/Alaska Native ONLY,Female,S&E-Related Fields,Ages 70-75,93
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 24 or younger,"38,615"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 25-29,"1,220"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 30-34,"6,354"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 35-39,"8,928"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 40-44,"7,425"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 45-49,"10,882"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 50-54,"7,285"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 55-59,"6,033"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 60-64,"3,327"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 65-69,"3,805"
2019,Employed,American Indian/Alaska Native ONLY,Female,Non-S&E Fields,Ages 70-75,179
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 25-29,454
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 30-34,99
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 35-39,"1,043"
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 55-59,462
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 60-64,30
2019,Employed,American Indian/Alaska Native ONLY,Male,Computer and mathematical sciences,Ages 70-75,21
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,723
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,228
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,88
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,409
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,26
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,608
2019,Employed,American Indian/Alaska Native ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,146
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 24 or younger,607
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 25-29,"1,205"
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 30-34,58
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 35-39,127
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 45-49,116
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 55-59,70
2019,Employed,American Indian/Alaska Native ONLY,Male,Physical and related sciences,Ages 65-69,180
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 24 or younger,"2,253"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 25-29,"1,478"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 30-34,937
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 35-39,"1,848"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 40-44,997
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 45-49,"1,319"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 50-54,398
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 55-59,"1,137"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 60-64,"4,277"
2019,Employed,American Indian/Alaska Native ONLY,Male,Social and related sciences,Ages 65-69,247
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 24 or younger,211
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 25-29,"2,555"
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 30-34,58
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 35-39,"1,110"
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 40-44,195
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 45-49,"3,061"
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 50-54,280
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 55-59,"1,758"
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 60-64,185
2019,Employed,American Indian/Alaska Native ONLY,Male,Engineering,Ages 65-69,157
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 25-29,"4,889"
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 30-34,554
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 35-39,792
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 40-44,127
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 45-49,848
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 50-54,260
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 55-59,4
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 60-64,9
2019,Employed,American Indian/Alaska Native ONLY,Male,S&E-Related Fields,Ages 65-69,"7,341"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 24 or younger,"31,524"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 25-29,"2,808"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 30-34,"2,366"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 35-39,"12,011"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 40-44,"3,872"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 45-49,"4,800"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 50-54,"7,963"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 55-59,947
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 60-64,561
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 65-69,"2,167"
2019,Employed,American Indian/Alaska Native ONLY,Male,Non-S&E Fields,Ages 70-75,"3,246"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,"3,816"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 25-29,"3,183"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 30-34,"4,055"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 35-39,"15,163"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 40-44,"11,342"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 45-49,"5,949"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 50-54,"14,845"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 55-59,"11,580"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 60-64,952
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 65-69,"1,197"
2019,Employed,Black ONLY,Female,Computer and mathematical sciences,Ages 70-75,747
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"11,680"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"18,318"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"10,514"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"9,688"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"3,336"
2019,Employed,Black ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"6,838"
